OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID
SO - 000329,Online,WARE-UHY1004,10/4/2018,27/6/2018,8/7/2018,12/7/2018,USD,19,25,226,17
SO - 000330,Online,WARE-PUJ1005,10/4/2018,28/6/2018,10/7/2018,11/7/2018,USD,20,49,288,6
SO - 000331,Online,WARE-NBV1002,10/4/2018,28/6/2018,16/7/2018,22/7/2018,USD,15,11,60,12
SO - 000332,Online,WARE-PUJ1005,10/4/2018,28/6/2018,18/7/2018,26/7/2018,USD,17,19,297,9
SO - 000333,In-Store,WARE-NBV1002,10/4/2018,28/6/2018,13/7/2018,18/7/2018,USD,3,20,75,23
SO - 000334,In-Store,WARE-MKL1006,10/4/2018,28/6/2018,10/7/2018,17/7/2018,USD,10,15,352,18
SO - 000335,In-Store,WARE-XYS1001,10/4/2018,28/6/2018,8/7/2018,13/7/2018,USD,8,26,25,30
SO - 000336,Online,WARE-XYS1001,10/4/2018,28/6/2018,21/7/2018,27/7/2018,USD,16,7,23,36
SO - 000337,Distributor,WARE-PUJ1005,10/4/2018,28/6/2018,3/7/2018,11/7/2018,USD,24,26,292,31
SO - 000338,In-Store,WARE-NMK1003,10/4/2018,28/6/2018,25/7/2018,1/8/2018,USD,11,49,140,20
SO - 000339,Online,WARE-NMK1003,31/12/2017,28/6/2018,9/7/2018,10/7/2018,USD,13,28,171,14
SO - 000340,In-Store,WARE-XYS1001,10/4/2018,28/6/2018,13/7/2018,17/7/2018,USD,11,46,44,38
SO - 000341,Online,WARE-XYS1001,10/4/2018,28/6/2018,25/7/2018,3/8/2018,USD,18,33,43,40
SO - 000342,In-Store,WARE-NBV1002,10/4/2018,28/6/2018,15/7/2018,18/7/2018,USD,11,23,64,8
SO - 000343,Distributor,WARE-XYS1001,10/4/2018,29/6/2018,6/7/2018,15/7/2018,USD,21,35,18,10
SO - 000344,Wholesale,WARE-PUJ1005,10/4/2018,29/6/2018,19/7/2018,20/7/2018,USD,27,4,263,39
SO - 000345,Online,WARE-NMK1003,10/4/2018,29/6/2018,1/7/2018,8/7/2018,USD,20,38,196,36
SO - 000346,In-Store,WARE-UHY1004,10/4/2018,29/6/2018,4/7/2018,8/7/2018,USD,1,36,206,35
SO - 000347,In-Store,WARE-NBV1002,10/4/2018,29/6/2018,24/7/2018,29/7/2018,USD,8,25,80,43
SO - 000348,In-Store,WARE-NMK1003,10/4/2018,30/6/2018,20/7/2018,24/7/2018,USD,4,8,172,38
SO - 000349,In-Store,WARE-PUJ1005,10/4/2018,30/6/2018,4/7/2018,11/7/2018,USD,6,12,274,37
SO - 000350,Online,WARE-PUJ1005,10/4/2018,30/6/2018,27/7/2018,6/8/2018,USD,16,17,277,44
SO - 000351,Distributor,WARE-NMK1003,10/4/2018,30/6/2018,11/7/2018,16/7/2018,USD,21,40,147,34
SO - 000352,Distributor,WARE-MKL1006,10/4/2018,30/6/2018,17/7/2018,26/7/2018,USD,20,3,332,17
SO - 000353,Online,WARE-PUJ1005,10/4/2018,30/6/2018,11/7/2018,13/7/2018,USD,19,26,274,23
SO - 000354,In-Store,WARE-XYS1001,10/4/2018,30/6/2018,4/7/2018,5/7/2018,USD,1,38,33,8
SO - 000355,In-Store,WARE-UHY1004,10/4/2018,30/6/2018,21/7/2018,24/7/2018,USD,9,41,233,13
SO - 000356,In-Store,WARE-PUJ1005,31/12/2017,30/6/2018,20/7/2018,22/7/2018,USD,12,17,262,5
SO - 000357,Online,WARE-XYS1001,10/4/2018,30/6/2018,24/7/2018,29/7/2018,USD,18,49,6,9
SO - 000358,In-Store,WARE-NMK1003,10/4/2018,30/6/2018,21/7/2018,28/7/2018,USD,2,41,159,23
SO - 000359,In-Store,WARE-NMK1003,10/4/2018,30/6/2018,17/7/2018,21/7/2018,USD,9,34,148,15
SO - 000360,In-Store,WARE-NMK1003,10/4/2018,30/6/2018,13/7/2018,18/7/2018,USD,7,46,102,22
SO - 000361,Wholesale,WARE-MKL1006,10/4/2018,1/7/2018,4/7/2018,9/7/2018,USD,28,44,362,45
SO - 000362,Wholesale,WARE-PUJ1005,10/4/2018,1/7/2018,29/7/2018,8/8/2018,USD,25,21,295,40
SO - 000363,Online,WARE-UHY1004,10/4/2018,1/7/2018,6/7/2018,9/7/2018,USD,14,7,256,28
SO - 000364,In-Store,WARE-NMK1003,10/4/2018,1/7/2018,16/7/2018,18/7/2018,USD,1,48,154,30
SO - 000365,Wholesale,WARE-PUJ1005,10/4/2018,1/7/2018,19/7/2018,22/7/2018,USD,26,40,270,27
SO - 000366,Online,WARE-NMK1003,10/4/2018,1/7/2018,7/7/2018,12/7/2018,USD,13,35,102,40
SO - 000367,In-Store,WARE-NMK1003,10/4/2018,1/7/2018,20/7/2018,21/7/2018,USD,9,21,131,15
SO - 000368,In-Store,WARE-NMK1003,31/12/2017,2/7/2018,16/7/2018,22/7/2018,USD,11,1,160,33
SO - 000369,Online,WARE-MKL1006,10/4/2018,2/7/2018,10/7/2018,15/7/2018,USD,15,9,347,5
SO - 000370,Distributor,WARE-XYS1001,10/4/2018,2/7/2018,7/7/2018,11/7/2018,USD,24,9,45,18
SO - 000371,Distributor,WARE-UHY1004,10/4/2018,2/7/2018,4/7/2018,6/7/2018,USD,21,26,238,22
SO - 000372,Online,WARE-NMK1003,10/4/2018,2/7/2018,8/7/2018,18/7/2018,USD,18,21,128,5
SO - 000373,Online,WARE-XYS1001,10/4/2018,2/7/2018,8/7/2018,11/7/2018,USD,19,6,39,21
SO - 000374,In-Store,WARE-NBV1002,10/4/2018,2/7/2018,21/7/2018,27/7/2018,USD,3,14,69,40
SO - 000375,Wholesale,WARE-XYS1001,31/12/2017,2/7/2018,20/7/2018,21/7/2018,USD,27,33,29,35
SO - 000376,In-Store,WARE-NMK1003,10/4/2018,3/7/2018,15/7/2018,20/7/2018,USD,4,43,159,20
SO - 000377,Wholesale,WARE-MKL1006,10/4/2018,3/7/2018,24/7/2018,25/7/2018,USD,26,25,353,12
SO - 000378,In-Store,WARE-NMK1003,10/4/2018,4/7/2018,24/7/2018,3/8/2018,USD,4,10,199,20
SO - 000379,Online,WARE-NMK1003,10/4/2018,4/7/2018,31/7/2018,6/8/2018,USD,17,45,182,22
SO - 000380,In-Store,WARE-MKL1006,10/4/2018,4/7/2018,25/7/2018,28/7/2018,USD,1,19,358,13
SO - 000381,Distributor,WARE-NBV1002,10/4/2018,4/7/2018,1/8/2018,8/8/2018,USD,23,17,80,47
SO - 000382,Wholesale,WARE-NMK1003,31/12/2017,4/7/2018,30/7/2018,31/7/2018,USD,25,39,140,29
SO - 000383,In-Store,WARE-NMK1003,10/4/2018,4/7/2018,19/7/2018,25/7/2018,USD,6,11,146,41
SO - 000384,Wholesale,WARE-NMK1003,10/4/2018,4/7/2018,15/7/2018,23/7/2018,USD,25,23,104,22
SO - 000385,In-Store,WARE-NMK1003,31/12/2017,4/7/2018,14/7/2018,23/7/2018,USD,12,12,185,23
SO - 000386,Distributor,WARE-XYS1001,10/4/2018,4/7/2018,23/7/2018,24/7/2018,USD,23,44,51,6
SO - 000387,Distributor,WARE-NMK1003,10/4/2018,4/7/2018,7/7/2018,16/7/2018,USD,21,31,190,29
SO - 000388,Wholesale,WARE-MKL1006,10/4/2018,4/7/2018,8/7/2018,16/7/2018,USD,26,19,355,27
SO - 000389,Wholesale,WARE-UHY1004,10/4/2018,4/7/2018,19/7/2018,25/7/2018,USD,28,20,205,19
SO - 000390,Online,WARE-MKL1006,10/4/2018,4/7/2018,30/7/2018,31/7/2018,USD,15,44,334,45
SO - 000391,Online,WARE-UHY1004,10/4/2018,5/7/2018,16/7/2018,19/7/2018,USD,13,30,242,28
SO - 000392,In-Store,WARE-NMK1003,10/4/2018,5/7/2018,11/7/2018,18/7/2018,USD,4,47,162,24
SO - 000393,In-Store,WARE-UHY1004,10/4/2018,5/7/2018,9/7/2018,17/7/2018,USD,4,26,255,12
SO - 000394,Wholesale,WARE-XYS1001,10/4/2018,5/7/2018,30/7/2018,9/8/2018,USD,26,17,24,32
SO - 000395,In-Store,WARE-PUJ1005,10/4/2018,5/7/2018,16/7/2018,26/7/2018,USD,8,44,278,41
SO - 000396,In-Store,WARE-UHY1004,10/4/2018,5/7/2018,18/7/2018,25/7/2018,USD,5,13,258,27
SO - 000397,Wholesale,WARE-NMK1003,10/4/2018,5/7/2018,16/7/2018,26/7/2018,USD,27,13,183,23
SO - 000398,In-Store,WARE-XYS1001,10/4/2018,5/7/2018,13/7/2018,18/7/2018,USD,3,9,58,1
SO - 000399,Wholesale,WARE-NBV1002,31/12/2017,5/7/2018,10/7/2018,17/7/2018,USD,26,18,83,3
SO - 000400,Distributor,WARE-NMK1003,10/4/2018,6/7/2018,2/8/2018,12/8/2018,USD,23,1,120,29
SO - 000401,Online,WARE-PUJ1005,10/4/2018,6/7/2018,26/7/2018,3/8/2018,USD,18,38,288,40
SO - 000402,In-Store,WARE-XYS1001,10/4/2018,6/7/2018,9/7/2018,19/7/2018,USD,5,43,19,35
SO - 000403,Online,WARE-NMK1003,31/12/2017,6/7/2018,1/8/2018,4/8/2018,USD,16,14,191,33
SO - 000404,Online,WARE-PUJ1005,10/4/2018,6/7/2018,21/7/2018,22/7/2018,USD,12,36,278,23
SO - 000405,In-Store,WARE-PUJ1005,10/4/2018,6/7/2018,21/7/2018,25/7/2018,USD,6,21,294,4
SO - 000406,Online,WARE-NMK1003,10/4/2018,6/7/2018,27/7/2018,30/7/2018,USD,18,41,120,32
SO - 000407,Wholesale,WARE-MKL1006,10/4/2018,7/7/2018,13/7/2018,16/7/2018,USD,28,38,357,7
SO - 000408,Wholesale,WARE-PUJ1005,10/4/2018,7/7/2018,21/7/2018,27/7/2018,USD,27,22,296,35
SO - 000409,Online,WARE-UHY1004,10/4/2018,7/7/2018,20/7/2018,27/7/2018,USD,14,4,248,39
SO - 000410,Online,WARE-MKL1006,10/4/2018,7/7/2018,25/7/2018,26/7/2018,USD,15,21,333,2
SO - 000411,Online,WARE-PUJ1005,10/4/2018,7/7/2018,25/7/2018,3/8/2018,USD,13,17,322,22
SO - 000412,Online,WARE-NMK1003,10/4/2018,8/7/2018,22/7/2018,31/7/2018,USD,19,36,153,31
SO - 000413,Online,WARE-XYS1001,10/4/2018,8/7/2018,24/7/2018,28/7/2018,USD,12,16,46,32
SO - 000414,Online,WARE-MKL1006,10/4/2018,8/7/2018,31/7/2018,1/8/2018,USD,15,40,351,4
SO - 000415,In-Store,WARE-PUJ1005,10/4/2018,8/7/2018,21/7/2018,22/7/2018,USD,3,8,293,40
SO - 000416,Wholesale,WARE-UHY1004,10/4/2018,8/7/2018,10/7/2018,15/7/2018,USD,28,30,256,13
SO - 000417,Online,WARE-NMK1003,10/4/2018,8/7/2018,30/7/2018,5/8/2018,USD,18,48,148,31
SO - 000418,Online,WARE-XYS1001,10/4/2018,8/7/2018,2/8/2018,5/8/2018,USD,13,13,6,38
SO - 000419,Distributor,WARE-NBV1002,10/4/2018,8/7/2018,4/8/2018,13/8/2018,USD,23,47,62,1
SO - 000420,Online,WARE-NBV1002,10/4/2018,8/7/2018,27/7/2018,4/8/2018,USD,16,6,61,3
SO - 000421,In-Store,WARE-NMK1003,10/4/2018,8/7/2018,1/8/2018,5/8/2018,USD,3,50,188,37
SO - 000422,Wholesale,WARE-NMK1003,10/4/2018,9/7/2018,12/7/2018,14/7/2018,USD,28,32,150,7
SO - 000423,Distributor,WARE-XYS1001,10/4/2018,9/7/2018,29/7/2018,6/8/2018,USD,25,30,39,46
SO - 000424,Online,WARE-NMK1003,10/4/2018,9/7/2018,13/7/2018,20/7/2018,USD,15,46,102,22
SO - 000425,In-Store,WARE-UHY1004,10/4/2018,9/7/2018,31/7/2018,4/8/2018,USD,3,29,236,3
SO - 000426,Online,WARE-PUJ1005,10/4/2018,9/7/2018,27/7/2018,5/8/2018,USD,17,13,312,12
SO - 000427,In-Store,WARE-NMK1003,10/4/2018,9/7/2018,2/8/2018,7/8/2018,USD,7,44,183,6
SO - 000428,In-Store,WARE-NBV1002,10/4/2018,9/7/2018,29/7/2018,31/7/2018,USD,3,4,69,41
SO - 000429,Distributor,WARE-MKL1006,10/4/2018,9/7/2018,15/7/2018,17/7/2018,USD,21,22,330,24
SO - 000430,Distributor,WARE-NMK1003,10/4/2018,9/7/2018,6/8/2018,7/8/2018,USD,22,38,137,3
SO - 000431,Distributor,WARE-NMK1003,10/4/2018,9/7/2018,23/7/2018,2/8/2018,USD,23,13,119,21
SO - 000432,Online,WARE-PUJ1005,10/4/2018,9/7/2018,27/7/2018,1/8/2018,USD,15,19,283,43
SO - 000433,In-Store,WARE-NBV1002,10/4/2018,10/7/2018,1/8/2018,2/8/2018,USD,7,20,81,30
SO - 000434,In-Store,WARE-NMK1003,10/4/2018,10/7/2018,21/7/2018,31/7/2018,USD,10,27,165,7
SO - 000435,In-Store,WARE-NBV1002,10/4/2018,11/7/2018,25/7/2018,2/8/2018,USD,7,14,87,2
SO - 000436,Wholesale,WARE-PUJ1005,10/4/2018,11/7/2018,24/7/2018,31/7/2018,USD,28,30,323,39
SO - 000437,Distributor,WARE-UHY1004,10/4/2018,11/7/2018,16/7/2018,22/7/2018,USD,21,11,225,2
SO - 000438,In-Store,WARE-NMK1003,10/4/2018,11/7/2018,27/7/2018,1/8/2018,USD,11,4,138,37
SO - 000439,Distributor,WARE-NMK1003,10/4/2018,11/7/2018,31/7/2018,3/8/2018,USD,20,45,143,43
SO - 000440,In-Store,WARE-PUJ1005,10/4/2018,11/7/2018,26/7/2018,27/7/2018,USD,2,6,316,9
SO - 000441,In-Store,WARE-UHY1004,10/4/2018,11/7/2018,5/8/2018,11/8/2018,USD,11,33,216,14
SO - 000442,In-Store,WARE-MKL1006,10/4/2018,11/7/2018,30/7/2018,5/8/2018,USD,2,46,342,12
SO - 000443,In-Store,WARE-NMK1003,10/4/2018,11/7/2018,25/7/2018,2/8/2018,USD,2,12,190,45
SO - 000444,In-Store,WARE-NMK1003,10/4/2018,11/7/2018,24/7/2018,29/7/2018,USD,6,48,122,40
SO - 000445,Online,WARE-PUJ1005,10/4/2018,11/7/2018,31/7/2018,6/8/2018,USD,16,43,319,6
SO - 000446,Distributor,WARE-NMK1003,10/4/2018,11/7/2018,7/8/2018,8/8/2018,USD,22,23,96,24
SO - 000447,In-Store,WARE-NMK1003,10/4/2018,11/7/2018,3/8/2018,6/8/2018,USD,7,25,96,11
SO - 000448,Online,WARE-NBV1002,10/4/2018,12/7/2018,8/8/2018,11/8/2018,USD,20,39,66,9
SO - 000449,In-Store,WARE-NMK1003,10/4/2018,12/7/2018,8/8/2018,15/8/2018,USD,11,42,128,37
SO - 000450,Distributor,WARE-XYS1001,10/4/2018,12/7/2018,29/7/2018,4/8/2018,USD,24,20,1,41
SO - 000451,Wholesale,WARE-PUJ1005,10/4/2018,12/7/2018,26/7/2018,1/8/2018,USD,26,10,273,25
SO - 000452,Online,WARE-PUJ1005,10/4/2018,12/7/2018,14/7/2018,18/7/2018,USD,16,17,309,24
SO - 000453,Online,WARE-NMK1003,10/4/2018,12/7/2018,20/7/2018,25/7/2018,USD,13,21,103,30
SO - 000454,Distributor,WARE-UHY1004,10/4/2018,12/7/2018,30/7/2018,1/8/2018,USD,24,8,258,10
SO - 000455,In-Store,WARE-NMK1003,10/4/2018,12/7/2018,16/7/2018,17/7/2018,USD,10,31,149,47
SO - 000456,In-Store,WARE-PUJ1005,10/4/2018,12/7/2018,24/7/2018,30/7/2018,USD,1,5,298,35
SO - 000457,Wholesale,WARE-PUJ1005,10/4/2018,12/7/2018,31/7/2018,4/8/2018,USD,27,11,273,7
SO - 000458,Wholesale,WARE-NMK1003,10/4/2018,12/7/2018,21/7/2018,29/7/2018,USD,26,35,161,12
SO - 000459,Online,WARE-XYS1001,10/4/2018,12/7/2018,24/7/2018,31/7/2018,USD,17,26,29,16
SO - 000460,In-Store,WARE-NMK1003,10/4/2018,12/7/2018,1/8/2018,6/8/2018,USD,1,10,151,22
SO - 000461,Distributor,WARE-NMK1003,10/4/2018,13/7/2018,18/7/2018,25/7/2018,USD,24,50,125,45
SO - 000462,Distributor,WARE-PUJ1005,10/4/2018,13/7/2018,10/8/2018,17/8/2018,USD,22,24,261,7
SO - 000463,Distributor,WARE-NMK1003,10/4/2018,13/7/2018,2/8/2018,12/8/2018,USD,24,1,115,45
SO - 000464,In-Store,WARE-PUJ1005,10/4/2018,13/7/2018,22/7/2018,25/7/2018,USD,4,22,294,1
SO - 000465,In-Store,WARE-XYS1001,10/4/2018,13/7/2018,15/7/2018,23/7/2018,USD,10,15,56,14
SO - 000466,In-Store,WARE-UHY1004,10/4/2018,13/7/2018,16/7/2018,22/7/2018,USD,6,38,218,13
SO - 000467,In-Store,WARE-MKL1006,10/4/2018,13/7/2018,3/8/2018,7/8/2018,USD,2,45,351,23
SO - 000468,Online,WARE-NMK1003,10/4/2018,13/7/2018,27/7/2018,3/8/2018,USD,13,42,90,3
SO - 000469,Distributor,WARE-MKL1006,10/4/2018,13/7/2018,21/7/2018,25/7/2018,USD,23,9,345,28
SO - 000470,Distributor,WARE-XYS1001,10/4/2018,14/7/2018,7/8/2018,17/8/2018,USD,20,6,42,16
SO - 000471,Distributor,WARE-MKL1006,10/4/2018,14/7/2018,8/8/2018,11/8/2018,USD,25,1,362,27
SO - 000472,In-Store,WARE-UHY1004,10/4/2018,14/7/2018,17/7/2018,24/7/2018,USD,4,8,233,7
SO - 000473,Online,WARE-UHY1004,10/4/2018,14/7/2018,31/7/2018,4/8/2018,USD,20,19,220,21
SO - 000474,Online,WARE-MKL1006,10/4/2018,14/7/2018,22/7/2018,28/7/2018,USD,18,10,332,34
SO - 000475,Distributor,WARE-UHY1004,10/4/2018,14/7/2018,17/7/2018,23/7/2018,USD,21,49,211,44
SO - 000476,Distributor,WARE-NMK1003,10/4/2018,15/7/2018,3/8/2018,10/8/2018,USD,24,44,90,38
SO - 000477,Distributor,WARE-PUJ1005,10/4/2018,15/7/2018,7/8/2018,9/8/2018,USD,21,30,316,30
SO - 000478,In-Store,WARE-XYS1001,10/4/2018,15/7/2018,19/7/2018,20/7/2018,USD,5,37,28,2
SO - 000479,In-Store,WARE-NMK1003,10/4/2018,15/7/2018,19/7/2018,23/7/2018,USD,10,8,162,25
SO - 000480,Online,WARE-PUJ1005,10/4/2018,15/7/2018,10/8/2018,13/8/2018,USD,18,13,279,29
SO - 000481,Online,WARE-NMK1003,10/4/2018,15/7/2018,3/8/2018,12/8/2018,USD,18,2,91,30
SO - 000482,Wholesale,WARE-NMK1003,10/4/2018,16/7/2018,30/7/2018,7/8/2018,USD,25,42,139,45
SO - 000483,In-Store,WARE-NMK1003,10/4/2018,16/7/2018,27/7/2018,5/8/2018,USD,7,40,146,8
SO - 000484,In-Store,WARE-NMK1003,10/4/2018,16/7/2018,29/7/2018,5/8/2018,USD,1,40,194,36
SO - 000485,Online,WARE-NMK1003,10/4/2018,16/7/2018,12/8/2018,15/8/2018,USD,18,17,100,10
SO - 000486,Online,WARE-UHY1004,10/4/2018,16/7/2018,21/7/2018,25/7/2018,USD,15,23,214,14
SO - 000487,Online,WARE-NBV1002,10/4/2018,16/7/2018,6/8/2018,12/8/2018,USD,18,28,77,10
SO - 000488,In-Store,WARE-XYS1001,10/4/2018,16/7/2018,13/8/2018,17/8/2018,USD,9,41,29,35
SO - 000489,Distributor,WARE-MKL1006,10/4/2018,16/7/2018,13/8/2018,21/8/2018,USD,21,29,329,13
SO - 000490,Distributor,WARE-XYS1001,10/4/2018,16/7/2018,18/7/2018,26/7/2018,USD,22,11,41,16
SO - 000491,Online,WARE-UHY1004,10/4/2018,17/7/2018,20/7/2018,22/7/2018,USD,19,11,240,28
SO - 000492,In-Store,WARE-MKL1006,10/4/2018,17/7/2018,26/7/2018,29/7/2018,USD,4,19,331,11
SO - 000493,Distributor,WARE-NBV1002,10/4/2018,17/7/2018,10/8/2018,20/8/2018,USD,21,29,85,4
SO - 000494,Online,WARE-MKL1006,10/4/2018,17/7/2018,25/7/2018,1/8/2018,USD,17,18,349,20
SO - 000495,Distributor,WARE-PUJ1005,10/4/2018,17/7/2018,13/8/2018,16/8/2018,USD,22,27,311,8
SO - 000496,In-Store,WARE-NMK1003,10/4/2018,17/7/2018,12/8/2018,22/8/2018,USD,9,22,162,16
SO - 000497,Wholesale,WARE-NMK1003,10/4/2018,17/7/2018,5/8/2018,11/8/2018,USD,28,29,181,27
SO - 000498,Online,WARE-PUJ1005,10/4/2018,17/7/2018,25/7/2018,30/7/2018,USD,19,3,283,36
SO - 000499,In-Store,WARE-PUJ1005,10/4/2018,17/7/2018,12/8/2018,21/8/2018,USD,7,28,307,4
SO - 000500,Wholesale,WARE-NMK1003,10/4/2018,17/7/2018,12/8/2018,17/8/2018,USD,27,11,141,4
SO - 000501,Wholesale,WARE-NBV1002,10/4/2018,18/7/2018,30/7/2018,2/8/2018,USD,28,49,72,2
SO - 000502,In-Store,WARE-NMK1003,10/4/2018,18/7/2018,1/8/2018,11/8/2018,USD,2,47,120,23
SO - 000503,In-Store,WARE-NMK1003,10/4/2018,18/7/2018,6/8/2018,11/8/2018,USD,7,50,152,32
SO - 000504,Distributor,WARE-XYS1001,10/4/2018,18/7/2018,12/8/2018,16/8/2018,USD,22,42,57,3
SO - 000505,Online,WARE-UHY1004,10/4/2018,18/7/2018,1/8/2018,5/8/2018,USD,12,21,228,1
SO - 000506,In-Store,WARE-XYS1001,10/4/2018,18/7/2018,13/8/2018,21/8/2018,USD,6,41,37,4
SO - 000507,Distributor,WARE-NBV1002,10/4/2018,18/7/2018,31/7/2018,6/8/2018,USD,22,50,76,21
SO - 000508,Online,WARE-UHY1004,10/4/2018,18/7/2018,11/8/2018,17/8/2018,USD,19,13,255,18
SO - 000509,Online,WARE-NMK1003,10/4/2018,19/7/2018,10/8/2018,18/8/2018,USD,15,9,186,22
SO - 000510,In-Store,WARE-NBV1002,10/4/2018,19/7/2018,6/8/2018,8/8/2018,USD,1,35,68,40
SO - 000511,In-Store,WARE-MKL1006,10/4/2018,19/7/2018,6/8/2018,11/8/2018,USD,8,1,364,13
SO - 000512,Online,WARE-NMK1003,10/4/2018,19/7/2018,27/7/2018,4/8/2018,USD,13,17,174,44
SO - 000513,Online,WARE-XYS1001,10/4/2018,19/7/2018,14/8/2018,22/8/2018,USD,13,35,2,1
SO - 000514,Online,WARE-NMK1003,10/4/2018,19/7/2018,3/8/2018,12/8/2018,USD,15,6,157,35
SO - 000515,In-Store,WARE-NMK1003,10/4/2018,19/7/2018,24/7/2018,3/8/2018,USD,3,6,106,46
SO - 000516,In-Store,WARE-PUJ1005,10/4/2018,19/7/2018,2/8/2018,10/8/2018,USD,4,15,277,37
SO - 000517,In-Store,WARE-PUJ1005,10/4/2018,19/7/2018,22/7/2018,31/7/2018,USD,5,20,328,39
SO - 000518,In-Store,WARE-PUJ1005,10/4/2018,20/7/2018,17/8/2018,18/8/2018,USD,12,28,302,27
SO - 000519,Online,WARE-NBV1002,10/4/2018,20/7/2018,11/8/2018,20/8/2018,USD,15,16,65,5
SO - 000520,In-Store,WARE-XYS1001,10/4/2018,20/7/2018,30/7/2018,8/8/2018,USD,1,15,40,42
SO - 000521,Online,WARE-XYS1001,10/4/2018,20/7/2018,13/8/2018,22/8/2018,USD,13,41,4,12
SO - 000522,In-Store,WARE-XYS1001,10/4/2018,20/7/2018,25/7/2018,30/7/2018,USD,1,16,56,8
SO - 000523,Distributor,WARE-NMK1003,10/4/2018,20/7/2018,28/7/2018,31/7/2018,USD,20,19,139,42
SO - 000524,Online,WARE-NBV1002,10/4/2018,20/7/2018,3/8/2018,9/8/2018,USD,14,21,70,5
SO - 000525,In-Store,WARE-MKL1006,10/4/2018,20/7/2018,11/8/2018,17/8/2018,USD,1,43,360,8
SO - 000526,Online,WARE-PUJ1005,10/4/2018,21/7/2018,31/7/2018,4/8/2018,USD,17,21,321,2
SO - 000527,In-Store,WARE-UHY1004,10/4/2018,21/7/2018,11/8/2018,12/8/2018,USD,10,37,214,27
SO - 000528,Online,WARE-PUJ1005,10/4/2018,21/7/2018,4/8/2018,8/8/2018,USD,20,33,268,13
SO - 000529,In-Store,WARE-XYS1001,10/4/2018,21/7/2018,17/8/2018,18/8/2018,USD,7,21,54,12
SO - 000530,Online,WARE-NMK1003,10/4/2018,21/7/2018,6/8/2018,7/8/2018,USD,19,48,95,12
SO - 000531,In-Store,WARE-XYS1001,10/4/2018,21/7/2018,13/8/2018,18/8/2018,USD,4,33,11,41
SO - 000532,Online,WARE-PUJ1005,10/4/2018,21/7/2018,16/8/2018,19/8/2018,USD,19,26,304,38
SO - 000533,Distributor,WARE-PUJ1005,10/4/2018,21/7/2018,25/7/2018,26/7/2018,USD,22,12,288,30
SO - 000534,Distributor,WARE-PUJ1005,10/4/2018,21/7/2018,8/8/2018,12/8/2018,USD,24,30,291,20
SO - 000535,Online,WARE-NMK1003,10/4/2018,21/7/2018,27/7/2018,31/7/2018,USD,17,38,123,36
SO - 000536,Distributor,WARE-NMK1003,10/4/2018,21/7/2018,29/7/2018,8/8/2018,USD,20,23,166,14
SO - 000537,Online,WARE-UHY1004,10/4/2018,22/7/2018,7/8/2018,17/8/2018,USD,18,46,204,40
SO - 000538,Online,WARE-PUJ1005,10/4/2018,22/7/2018,13/8/2018,15/8/2018,USD,18,15,295,1
SO - 000539,In-Store,WARE-UHY1004,10/4/2018,22/7/2018,7/8/2018,12/8/2018,USD,12,34,207,26
SO - 000540,Distributor,WARE-NBV1002,10/4/2018,22/7/2018,24/7/2018,30/7/2018,USD,25,45,75,24
SO - 000541,In-Store,WARE-NBV1002,10/4/2018,22/7/2018,10/8/2018,16/8/2018,USD,12,15,77,42
SO - 000542,Distributor,WARE-NMK1003,10/4/2018,22/7/2018,2/8/2018,5/8/2018,USD,22,19,134,3
SO - 000543,Distributor,WARE-UHY1004,10/4/2018,22/7/2018,3/8/2018,12/8/2018,USD,21,1,211,47
SO - 000544,Distributor,WARE-NMK1003,10/4/2018,22/7/2018,10/8/2018,13/8/2018,USD,24,15,127,27
SO - 000545,Distributor,WARE-NMK1003,10/4/2018,22/7/2018,26/7/2018,5/8/2018,USD,24,50,194,33
SO - 000546,Online,WARE-NMK1003,10/4/2018,22/7/2018,14/8/2018,22/8/2018,USD,18,39,157,42
SO - 000547,Distributor,WARE-UHY1004,10/4/2018,22/7/2018,15/8/2018,20/8/2018,USD,23,30,211,47
SO - 000548,In-Store,WARE-XYS1001,10/4/2018,22/7/2018,31/7/2018,2/8/2018,USD,1,31,19,20
SO - 000549,Online,WARE-NMK1003,10/4/2018,22/7/2018,15/8/2018,22/8/2018,USD,17,14,201,35
SO - 000550,Wholesale,WARE-NBV1002,10/4/2018,22/7/2018,11/8/2018,15/8/2018,USD,26,26,76,8
SO - 000551,Distributor,WARE-MKL1006,10/4/2018,22/7/2018,13/8/2018,18/8/2018,USD,22,40,354,12
SO - 000552,Distributor,WARE-MKL1006,10/4/2018,22/7/2018,3/8/2018,6/8/2018,USD,24,43,343,27
SO - 000553,In-Store,WARE-MKL1006,10/4/2018,22/7/2018,8/8/2018,14/8/2018,USD,4,5,365,41
SO - 000554,Online,WARE-PUJ1005,10/4/2018,23/7/2018,31/7/2018,8/8/2018,USD,17,28,309,17
SO - 000555,In-Store,WARE-NMK1003,10/4/2018,23/7/2018,16/8/2018,22/8/2018,USD,1,21,151,13
SO - 000556,In-Store,WARE-PUJ1005,10/4/2018,23/7/2018,18/8/2018,24/8/2018,USD,9,4,296,46
SO - 000557,In-Store,WARE-MKL1006,10/4/2018,23/7/2018,25/7/2018,28/7/2018,USD,5,23,364,25
