OrderNumber,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 000661,3,0.05,187.60,75.04
SO - 000662,7,0.075,"3,999.90","3,359.92"
SO - 000663,1,0.15,971.50,592.62
SO - 000664,5,0.075,"1,118.90",727.29
SO - 000665,6,0.4,864.30,501.29
SO - 000666,6,0.05,"5,782.10","4,394.40"
SO - 000667,5,0.05,904.50,461.30
SO - 000668,8,0.15,247.90,158.66
SO - 000669,2,0.15,"1,708.50","1,213.04"
SO - 000670,6,0.05,"1,132.30",702.03
SO - 000671,6,0.05,"1,775.50","1,225.10"
SO - 000672,8,0.2,"1,902.80",970.43
SO - 000673,3,0.1,"5,963.00","2,802.61"
SO - 000674,3,0.1,"3,886.00","2,176.16"
SO - 000675,6,0.075,"1,058.60",635.16
SO - 000676,4,0.05,"5,815.60","4,419.86"
SO - 000677,6,0.05,"5,353.30","4,496.77"
SO - 000678,4,0.075,"5,567.70","4,565.51"
SO - 000679,3,0.1,"2,512.50","2,135.63"
SO - 000680,3,0.075,"1,681.70","1,227.64"
SO - 000681,7,0.05,194.30,136.01
SO - 000682,4,0.05,"2,405.30","1,683.71"
SO - 000683,1,0.2,"1,038.50",706.18
SO - 000684,3,0.2,857.60,591.74
SO - 000685,8,0.1,"1,855.90","1,354.81"
SO - 000686,2,0.05,"5,621.30","2,585.80"
SO - 000687,8,0.1,"1,139.00",649.23
SO - 000688,7,0.05,"2,264.60","1,834.33"
SO - 000689,4,0.1,884.40,566.02
SO - 000690,5,0.075,683.40,382.70
SO - 000691,1,0.075,"1,025.10",481.80
SO - 000692,7,0.4,"3,731.90","2,276.46"
SO - 000693,2,0.1,"5,567.70","3,229.27"
SO - 000694,6,0.1,991.60,525.55
SO - 000695,8,0.1,"3,852.50","3,043.48"
SO - 000696,1,0.05,"3,906.10","1,835.87"
SO - 000697,1,0.15,"5,118.80","2,354.65"
SO - 000698,7,0.05,"6,117.10","4,404.31"
SO - 000699,6,0.1,"1,025.10",850.83
SO - 000700,7,0.15,944.70,462.90
SO - 000701,3,0.2,"1,025.10",656.06
SO - 000702,8,0.1,"3,859.20","2,045.38"
SO - 000703,4,0.1,194.30,91.32
SO - 000704,4,0.05,"6,184.10","4,638.08"
SO - 000705,3,0.2,"1,728.60",916.16
SO - 000706,6,0.1,931.30,772.98
SO - 000707,6,0.3,"3,886.00","2,797.92"
SO - 000708,3,0.4,234.50,96.15
SO - 000709,3,0.075,"3,979.80","1,989.90"
SO - 000710,1,0.075,"3,356.70","1,846.19"
SO - 000711,6,0.1,"2,519.20","1,309.98"
SO - 000712,3,0.05,837.50,460.63
SO - 000713,2,0.1,"3,926.20","2,552.03"
SO - 000714,5,0.05,"6,231.00","4,797.87"
SO - 000715,4,0.075,"3,932.90","2,871.02"
SO - 000716,4,0.075,"3,966.40","2,816.14"
SO - 000717,1,0.075,"2,291.40","1,581.07"
SO - 000718,5,0.4,"3,678.30","2,059.85"
SO - 000719,7,0.075,"3,999.90","3,039.92"
SO - 000720,8,0.15,991.60,575.13
SO - 000721,6,0.2,"5,447.10","4,248.74"
SO - 000722,3,0.075,"2,452.20","1,054.45"
SO - 000723,4,0.15,998.30,469.20
SO - 000724,4,0.2,"1,313.20",577.81
SO - 000725,1,0.1,"2,512.50","1,658.25"
SO - 000726,6,0.05,"5,346.60","3,528.76"
SO - 000727,2,0.1,"3,618.00","2,496.42"
SO - 000728,7,0.075,"1,876.00","1,500.80"
SO - 000729,1,0.1,254.60,201.13
SO - 000730,3,0.15,"3,825.70","1,530.28"
SO - 000731,6,0.15,"2,251.20","1,620.86"
SO - 000732,8,0.075,"4,013.30","3,090.24"
SO - 000733,1,0.05,"1,072.00",836.16
SO - 000734,3,0.15,"2,458.90","2,090.07"
SO - 000735,8,0.075,"1,809.00","1,013.04"
SO - 000736,7,0.05,"1,728.60","1,158.16"
SO - 000737,6,0.075,"3,718.50","2,677.32"
SO - 000738,3,0.05,180.90,150.15
SO - 000739,1,0.075,"3,939.60","3,269.87"
SO - 000740,6,0.075,"1,869.30","1,196.35"
SO - 000741,5,0.05,864.30,691.44
SO - 000742,3,0.1,"1,098.80",835.09
SO - 000743,4,0.075,"3,845.80","2,730.52"
SO - 000744,3,0.075,"5,246.10","3,882.11"
SO - 000745,8,0.1,763.80,404.81
SO - 000746,1,0.4,"3,819.00","2,673.30"
SO - 000747,2,0.15,"2,425.40","2,013.08"
SO - 000748,6,0.05,"1,319.90",884.33
SO - 000749,6,0.15,"1,125.60",529.03
SO - 000750,3,0.1,"6,318.10","2,590.42"
SO - 000751,8,0.05,"3,242.80","1,459.26"
SO - 000752,4,0.15,"1,936.30","1,142.42"
SO - 000753,4,0.05,"3,946.30","3,038.65"
SO - 000754,6,0.075,"1,078.70",442.27
SO - 000755,3,0.075,"5,587.80","3,967.34"
SO - 000756,1,0.4,"3,108.80","1,896.37"
SO - 000757,1,0.05,871.00,661.96
SO - 000758,7,0.1,"1,815.70","1,543.35"
SO - 000759,7,0.075,984.90,541.70
SO - 000760,3,0.075,"3,926.20","1,727.53"
SO - 000761,1,0.075,234.50,126.63
SO - 000762,8,0.2,"2,552.70","1,429.51"
SO - 000763,4,0.05,857.60,591.74
SO - 000764,3,0.05,"1,065.30",553.96
SO - 000765,4,0.2,"1,976.50","1,581.20"
SO - 000766,2,0.3,"3,839.10","2,725.76"
SO - 000767,3,0.05,"3,899.40","2,807.57"
SO - 000768,6,0.05,180.90,85.02
SO - 000769,6,0.15,"1,226.10",588.53
SO - 000770,8,0.05,783.90,313.56
SO - 000771,7,0.15,978.20,489.10
SO - 000772,6,0.15,"3,169.10","1,616.24"
SO - 000773,2,0.1,"3,055.20","1,497.05"
SO - 000774,4,0.1,"2,606.30","1,563.78"
SO - 000775,7,0.075,"1,045.20",794.35
SO - 000776,8,0.3,"1,909.50","1,069.32"
SO - 000777,3,0.15,984.90,689.43
SO - 000778,6,0.075,"1,165.80",944.30
SO - 000779,7,0.05,"1,748.70",944.30
SO - 000780,3,0.1,"3,819.00","2,024.07"
SO - 000781,1,0.05,"1,145.70",744.71
SO - 000782,5,0.15,"3,644.80","1,968.19"
SO - 000783,5,0.1,"3,865.90","3,092.72"
SO - 000784,6,0.05,194.30,110.75
SO - 000785,2,0.075,"3,363.40","1,681.70"
SO - 000786,5,0.075,"3,008.30","2,406.64"
SO - 000787,1,0.075,"3,055.20","2,230.30"
SO - 000788,8,0.1,"1,031.80",629.40
SO - 000789,7,0.05,"3,939.60","2,127.38"
SO - 000790,4,0.075,"3,886.00","2,720.20"
SO - 000791,2,0.05,"3,108.80","1,896.37"
SO - 000792,1,0.075,"1,011.70",505.85
SO - 000793,5,0.3,"2,552.70","1,327.40"
SO - 000794,5,0.1,"1,675.00",954.75
SO - 000795,5,0.05,"1,139.00",831.47
SO - 000796,7,0.4,"6,338.20","3,802.92"
SO - 000797,3,0.05,"2,231.10","1,874.12"
SO - 000798,6,0.2,"2,311.50","1,525.59"
SO - 000799,7,0.05,"3,832.40","2,835.98"
SO - 000800,6,0.1,"1,005.00",793.95
SO - 000801,8,0.15,"1,065.30",671.14
SO - 000802,3,0.1,"1,889.40","1,454.84"
SO - 000803,4,0.1,167.50,108.88
SO - 000804,3,0.075,"6,030.00","2,472.30"
SO - 000805,2,0.1,837.50,527.63
SO - 000806,6,0.1,"1,782.20","1,051.50"
SO - 000807,8,0.075,998.30,439.25
SO - 000808,4,0.15,"3,999.90","2,679.93"
SO - 000809,8,0.15,"1,896.10","1,118.70"
SO - 000810,2,0.075,"1,038.50",477.71
SO - 000811,2,0.05,"3,839.10","3,071.28"
SO - 000812,1,0.1,743.70,535.46
SO - 000813,6,0.15,"2,445.50","1,100.48"
SO - 000814,7,0.2,"2,613.00","1,463.28"
SO - 000815,8,0.1,187.60,127.57
SO - 000816,2,0.05,"5,494.00","3,845.80"
SO - 000817,2,0.2,"5,782.10","4,625.68"
SO - 000818,5,0.075,"3,872.60","2,052.48"
SO - 000819,5,0.075,"6,445.40","3,544.97"
SO - 000820,7,0.05,227.80,93.40
SO - 000821,5,0.15,247.90,151.22
SO - 000822,8,0.075,"1,031.80",763.53
SO - 000823,3,0.05,"2,237.80","1,499.33"
SO - 000824,5,0.1,"1,179.20",825.44
SO - 000825,7,0.075,"2,378.50","1,546.03"
SO - 000826,1,0.05,"1,025.10",768.83
SO - 000827,6,0.05,"1,802.30",720.92
SO - 000828,6,0.075,"1,916.20","1,015.59"
SO - 000829,6,0.2,"3,021.70","1,661.94"
SO - 000830,3,0.4,"2,251.20","1,710.91"
SO - 000831,4,0.075,"2,619.70","1,074.08"
SO - 000832,2,0.075,"2,010.00",884.40
SO - 000833,6,0.4,"1,145.70",687.42
SO - 000834,3,0.15,"3,618.00","1,447.20"
SO - 000835,5,0.05,"3,551.00","2,982.84"
SO - 000836,5,0.075,944.70,736.87
SO - 000837,4,0.075,174.20,74.91
SO - 000838,4,0.075,"1,809.00","1,465.29"
SO - 000839,8,0.05,"3,993.20","1,876.80"
SO - 000840,6,0.075,"1,005.00",793.95
SO - 000841,8,0.075,"3,819.00","2,176.83"
SO - 000842,2,0.05,"2,251.20",968.02
SO - 000843,8,0.05,964.80,665.71
SO - 000844,2,0.05,"1,018.40",733.25
SO - 000845,7,0.075,261.30,117.59
SO - 000846,1,0.075,"2,887.70","1,530.48"
SO - 000847,1,0.1,"1,098.80",857.06
SO - 000848,5,0.05,"2,217.70","1,596.74"
SO - 000849,1,0.075,254.60,165.49
SO - 000850,4,0.075,"2,432.10","2,018.64"
SO - 000851,4,0.075,"2,499.10","1,624.42"
SO - 000852,8,0.15,"3,564.40","1,497.05"
SO - 000853,8,0.075,"2,532.60","1,595.54"
SO - 000854,5,0.1,"1,768.80","1,043.59"
SO - 000855,4,0.05,"2,445.50","1,222.75"
SO - 000856,4,0.075,"5,855.80","4,567.52"
SO - 000857,3,0.3,"3,979.80","3,223.64"
SO - 000858,8,0.05,964.80,443.81
SO - 000859,3,0.075,247.90,158.66
SO - 000860,7,0.1,"3,189.20","2,264.33"
SO - 000861,3,0.1,"5,339.90","2,830.15"
SO - 000862,2,0.15,"1,139.00",717.57
SO - 000863,5,0.05,207.70,91.39
SO - 000864,6,0.075,"2,345.00","1,242.85"
SO - 000865,4,0.05,"2,432.10","1,824.08"
SO - 000866,6,0.075,"1,112.20",578.34
SO - 000867,7,0.075,"1,098.80",670.27
SO - 000868,5,0.05,"1,159.10",741.82
SO - 000869,8,0.05,"2,666.60","1,253.30"
SO - 000870,8,0.075,"2,834.10","1,190.32"
SO - 000871,8,0.15,"3,953.00","2,450.86"
SO - 000872,8,0.15,"1,762.10","1,127.74"
SO - 000873,1,0.05,"2,592.90","1,400.17"
SO - 000874,6,0.075,"2,505.80","1,378.19"
SO - 000875,5,0.05,194.30,137.95
SO - 000876,6,0.2,"5,822.30","2,852.93"
SO - 000877,2,0.1,"1,815.70","1,434.40"
SO - 000878,8,0.4,"3,906.10","2,148.36"
SO - 000879,1,0.1,"3,926.20","1,766.79"
SO - 000880,2,0.1,"6,123.80","4,960.28"
SO - 000881,1,0.15,"1,132.30",962.46
SO - 000882,2,0.1,"3,859.20","2,315.52"
SO - 000883,3,0.075,797.30,454.46
SO - 000884,3,0.15,"5,380.10","3,174.26"
SO - 000885,8,0.05,"3,986.50","2,870.28"
SO - 000886,5,0.2,"1,219.40",951.13
SO - 000887,6,0.05,"1,681.70","1,345.36"
SO - 000888,2,0.05,174.20,80.13
SO - 000889,4,0.2,"3,865.90","1,739.66"
SO - 000890,2,0.05,"5,132.20","2,514.78"
SO - 000891,3,0.1,"1,829.10",987.71
SO - 000892,3,0.2,"3,162.40","2,023.94"
SO - 000893,2,0.075,"6,103.70","2,746.67"
SO - 000894,6,0.3,750.40,600.32
SO - 000895,2,0.05,167.50,100.50
SO - 000896,8,0.075,"2,653.20","2,069.50"
SO - 000897,4,0.15,"3,008.30","1,594.40"
SO - 000898,2,0.1,690.10,338.15
SO - 000899,8,0.15,"1,031.80",474.63
SO - 000900,3,0.3,884.40,371.45
SO - 000901,4,0.05,"1,118.90",469.94
SO - 000902,4,0.05,"2,338.30",958.70
SO - 000903,2,0.05,810.70,551.28
SO - 000904,7,0.1,"3,932.90","1,651.82"
SO - 000905,4,0.1,844.20,337.68
SO - 000906,4,0.1,180.90,119.39
SO - 000907,7,0.075,"2,365.10","1,986.68"
SO - 000908,4,0.1,"2,358.40","1,084.86"
SO - 000909,7,0.075,"1,748.70","1,171.63"
SO - 000910,3,0.05,"1,822.40","1,202.78"
SO - 000911,3,0.075,824.10,684.00
SO - 000912,7,0.075,"1,882.70","1,317.89"
SO - 000913,5,0.075,"3,819.00","1,565.79"
SO - 000914,4,0.05,"1,085.40",672.95
SO - 000915,8,0.075,"1,072.00",857.60
SO - 000916,8,0.075,"1,051.90",441.80
SO - 000917,4,0.05,"1,025.10",584.31
SO - 000918,2,0.15,"2,231.10","1,026.31"
SO - 000919,2,0.2,261.30,117.59
SO - 000920,3,0.2,"3,524.20","2,960.33"
SO - 000921,6,0.3,"3,819.00","3,207.96"
SO - 000922,5,0.15,"3,879.30","2,560.34"
SO - 000923,3,0.2,227.80,132.12
SO - 000924,2,0.1,"1,145.70",847.82
SO - 000925,2,0.05,"2,579.50","1,134.98"
SO - 000926,8,0.2,"1,105.50",464.31
SO - 000927,4,0.4,"1,762.10","1,215.85"
SO - 000928,3,0.2,"1,989.90",935.25
SO - 000929,3,0.1,261.30,198.59
SO - 000930,6,0.1,"1,072.00",675.36
SO - 000931,5,0.075,"1,058.60",899.81
SO - 000932,7,0.05,247.90,131.39
SO - 000933,8,0.1,"2,659.90","1,117.16"
SO - 000934,3,0.05,"1,031.80",866.71
SO - 000935,7,0.15,"2,546.00","1,120.24"
SO - 000936,7,0.1,857.60,660.35
SO - 000937,5,0.1,"3,946.30","1,973.15"
SO - 000938,2,0.075,"4,006.60","2,484.09"
SO - 000939,4,0.075,"1,132.30",758.64
SO - 000940,6,0.05,897.80,511.75
SO - 000941,4,0.2,"3,939.60","2,678.93"
SO - 000942,7,0.05,"1,031.80",515.90
SO - 000943,7,0.05,"6,251.10","4,938.37"
SO - 000944,7,0.05,"3,819.00","2,176.83"
SO - 000945,1,0.05,"5,480.60","3,233.55"
SO - 000946,8,0.075,"1,045.20",752.54
SO - 000947,7,0.4,"2,298.10",988.18
SO - 000948,7,0.05,924.60,730.43
SO - 000949,3,0.1,"2,974.80","2,231.10"
SO - 000950,6,0.1,830.80,515.10
SO - 000951,2,0.1,"1,051.90",641.66
SO - 000952,4,0.2,"1,031.80",763.53
SO - 000953,3,0.2,"1,775.50",905.51
SO - 000954,7,0.05,"1,809.00","1,465.29"
SO - 000955,8,0.4,"1,005.00",763.80
SO - 000956,4,0.2,167.50,85.43
SO - 000957,2,0.075,"1,098.80",681.26
SO - 000958,4,0.05,187.60,91.92
SO - 000959,6,0.05,"1,065.30",511.34
SO - 000960,3,0.2,"1,179.20",813.65
SO - 000961,4,0.075,"1,045.20",418.08
SO - 000962,7,0.05,837.50,644.88
SO - 000963,4,0.075,"1,172.50",480.73
SO - 000964,1,0.15,268.00,123.28
SO - 000965,3,0.075,"1,085.40",640.39
SO - 000966,6,0.05,"3,115.50","1,246.20"
SO - 000967,8,0.05,"2,412.00","1,447.20"
SO - 000968,5,0.15,"3,926.20","1,923.84"
SO - 000969,7,0.2,"2,284.70","1,713.53"
SO - 000970,5,0.05,783.90,556.57
SO - 000971,8,0.075,871.00,557.44
SO - 000972,3,0.05,"1,051.90",831.00
SO - 000973,1,0.05,"1,219.40",609.70
SO - 000974,5,0.2,877.70,509.07
SO - 000975,6,0.1,261.30,151.55
SO - 000976,7,0.15,"5,172.40","3,155.16"
SO - 000977,1,0.1,"2,237.80","1,835.00"
SO - 000978,5,0.05,180.90,135.68
SO - 000979,6,0.075,"1,876.00","1,594.60"
SO - 000980,8,0.2,"5,815.60","4,303.54"
SO - 000981,6,0.1,"1,922.90",903.76
SO - 000982,5,0.05,"1,051.90",441.80
SO - 000983,7,0.2,"5,996.50","3,597.90"
SO - 000984,8,0.2,"1,172.50",926.28
SO - 000985,8,0.05,207.70,153.70
SO - 000986,6,0.1,"1,085.40",868.32
SO - 000987,7,0.2,964.80,627.12
SO - 000988,2,0.05,"3,832.40","3,142.57"
SO - 000989,2,0.3,"1,125.60",754.15
SO - 000990,2,0.05,"1,065.30",649.83
SO - 000991,7,0.3,"6,197.50","4,214.30"
SO - 000992,6,0.05,"3,912.80","2,778.09"
SO - 000993,1,0.1,247.90,185.93
SO - 000994,3,0.075,"1,038.50",789.26
SO - 000995,8,0.1,"1,098.80",604.34
SO - 000996,1,0.075,"1,273.00",814.72
SO - 000997,5,0.15,268.00,160.80
SO - 000998,8,0.075,"3,852.50","2,157.40"
SO - 000999,7,0.2,"1,876.00",900.48
SO - 0001000,5,0.15,"1,286.40",887.62
SO - 0001001,6,0.2,174.20,101.04
SO - 0001002,6,0.15,"5,259.50","4,102.41"
SO - 0001003,1,0.4,"6,512.40","5,144.80"
SO - 0001004,3,0.075,"1,701.80","1,021.08"
SO - 0001005,5,0.1,"3,832.40","2,682.68"
SO - 0001006,7,0.15,"1,775.50",923.26
SO - 0001007,2,0.15,"1,922.90",865.31
SO - 0001008,3,0.05,891.10,490.11
SO - 0001009,7,0.075,"3,289.70","1,875.13"
SO - 0001010,1,0.05,"1,078.70",593.29
SO - 0001011,2,0.05,"3,886.00","2,720.20"
SO - 0001012,4,0.05,"1,681.70","1,143.56"
SO - 0001013,2,0.075,"1,065.30",852.24
SO - 0001014,7,0.2,"3,912.80","3,286.75"
SO - 0001015,2,0.3,"3,819.00","2,520.54"
SO - 0001016,5,0.075,"1,025.10",758.57
SO - 0001017,6,0.15,"3,202.60","1,601.30"
SO - 0001018,1,0.1,"5,306.40","2,440.94"
SO - 0001019,5,0.075,"1,849.20","1,331.42"
SO - 0001020,3,0.1,194.30,137.95
SO - 0001021,8,0.05,"1,051.90",757.37
SO - 0001022,7,0.1,"1,809.00","1,537.65"
SO - 0001023,2,0.15,214.40,130.78
SO - 0001024,6,0.075,"3,530.90","2,577.56"
SO - 0001025,6,0.4,"1,038.50",810.03
SO - 0001026,2,0.075,"3,470.60","1,561.77"
SO - 0001027,1,0.15,"2,659.90","2,154.52"
SO - 0001028,8,0.05,"1,118.90",637.77
SO - 0001029,4,0.4,"3,892.70","2,257.77"
SO - 0001030,3,0.075,"2,003.30",921.52
SO - 0001031,4,0.05,998.30,788.66
SO - 0001032,3,0.05,"2,546.00","1,654.90"
SO - 0001033,5,0.075,"2,552.70","2,093.21"
SO - 0001034,8,0.05,"3,839.10","2,610.59"
SO - 0001035,4,0.05,"6,076.90","4,071.52"
SO - 0001036,7,0.2,"1,051.90",462.84
SO - 0001037,8,0.075,"1,132.30",577.47
SO - 0001038,8,0.05,"2,961.40","1,184.56"
SO - 0001039,4,0.05,"3,396.90","2,140.05"
SO - 0001040,7,0.2,"5,728.50","3,322.53"
SO - 0001041,6,0.05,"2,224.40","1,401.37"
SO - 0001042,3,0.075,"3,986.50","1,674.33"
SO - 0001043,8,0.1,"5,681.60","2,613.54"
SO - 0001044,2,0.075,"5,272.90","3,005.55"
SO - 0001045,8,0.2,"1,125.60",529.03
SO - 0001046,7,0.05,690.10,400.26
SO - 0001047,3,0.05,"2,546.00","1,502.14"
SO - 0001048,5,0.1,"3,035.10","2,276.33"
SO - 0001049,2,0.05,"4,006.60","2,444.03"
SO - 0001050,6,0.1,"3,892.70","2,179.91"
SO - 0001051,8,0.1,"2,566.10","1,334.37"
SO - 0001052,8,0.075,"1,333.30",786.65
SO - 0001053,5,0.05,"1,051.90",452.32
SO - 0001054,3,0.05,"3,946.30","3,314.89"
SO - 0001055,8,0.05,"1,118.90",593.02
SO - 0001056,8,0.075,"2,881.00","1,325.26"
SO - 0001057,7,0.05,"2,224.40","1,890.74"
SO - 0001058,1,0.075,"1,011.70",586.79
SO - 0001059,2,0.2,167.50,123.95
SO - 0001060,7,0.05,"1,139.00",740.35
SO - 0001061,8,0.05,167.50,110.55
SO - 0001062,1,0.05,864.30,553.15
SO - 0001063,1,0.05,"2,914.50","2,477.33"
SO - 0001064,3,0.05,"5,293.00","2,858.22"
SO - 0001065,6,0.2,924.60,406.82
SO - 0001066,4,0.1,884.40,619.08
SO - 0001067,7,0.4,"2,458.90","1,819.59"
SO - 0001068,8,0.05,924.60,656.47
SO - 0001069,8,0.05,"6,344.90","3,235.90"
SO - 0001070,2,0.4,"3,932.90","2,910.35"
SO - 0001071,5,0.075,"1,112.20",500.49
SO - 0001072,7,0.15,904.50,370.85
SO - 0001073,2,0.075,"1,165.80",524.61
SO - 0001074,7,0.15,174.20,116.71
SO - 0001075,6,0.075,"2,378.50","1,379.53"
SO - 0001076,4,0.1,"1,025.10",850.83
SO - 0001077,6,0.075,"3,839.10","2,034.72"
SO - 0001078,8,0.15,"1,031.80",650.03
SO - 0001079,6,0.05,"1,005.00",623.10
SO - 0001080,6,0.05,"3,886.00","2,215.02"
SO - 0001081,6,0.15,"1,125.60",574.06
SO - 0001082,2,0.1,"3,899.40","1,832.72"
SO - 0001083,5,0.05,"1,842.50",976.53
SO - 0001084,2,0.05,201.00,86.43
SO - 0001085,7,0.05,"1,768.80",707.52
SO - 0001086,1,0.4,"5,996.50","3,777.80"
SO - 0001087,1,0.075,"2,525.90","1,667.09"
SO - 0001088,1,0.05,"1,005.00",562.80
SO - 0001089,5,0.3,944.70,377.88
SO - 0001090,7,0.3,"1,681.70",924.94
SO - 0001091,2,0.2,180.90,151.96
SO - 0001092,4,0.05,"1,896.10","1,592.72"
SO - 0001093,8,0.075,804.00,410.04
SO - 0001094,5,0.1,"1,112.20",778.54
SO - 0001095,7,0.1,971.50,437.18
SO - 0001096,2,0.05,"2,465.60","1,380.74"
SO - 0001097,6,0.05,"2,659.90","1,915.13"
SO - 0001098,7,0.2,"1,675.00","1,155.75"
SO - 0001099,5,0.05,"6,150.60","3,505.84"
SO - 0001100,5,0.05,"5,306.40","2,387.88"
SO - 0001101,6,0.15,"3,758.70","3,082.13"
SO - 0001102,7,0.075,"2,291.40","1,603.98"
SO - 0001103,7,0.075,"5,748.60","3,564.13"
SO - 0001104,8,0.1,"1,909.50","1,336.65"
SO - 0001105,7,0.05,"3,892.70","3,308.80"
SO - 0001106,6,0.075,"1,118.90",749.66
SO - 0001107,1,0.075,"3,999.90","2,559.94"
SO - 0001108,2,0.075,"1,782.20",873.28
SO - 0001109,4,0.05,"1,072.00",707.52
SO - 0001110,4,0.4,917.90,559.92
SO - 0001111,2,0.075,"5,252.80","2,836.51"
SO - 0001112,4,0.075,"6,505.70","5,399.73"
SO - 0001113,6,0.1,"3,390.20","1,932.41"
SO - 0001114,5,0.075,221.10,108.34
SO - 0001115,2,0.05,"3,993.20","3,034.83"
SO - 0001116,8,0.4,"2,519.20","1,612.29"
SO - 0001117,5,0.05,"3,953.00","2,964.75"
SO - 0001118,3,0.2,"1,092.10",840.92
SO - 0001119,7,0.3,"5,835.70","4,726.92"
SO - 0001120,5,0.05,"1,701.80","1,276.35"
SO - 0001121,6,0.15,"6,117.10","4,343.14"
SO - 0001122,2,0.075,"1,829.10","1,188.92"
SO - 0001123,5,0.075,"3,932.90","2,477.73"
SO - 0001124,2,0.05,"1,695.10","1,101.82"
SO - 0001125,4,0.2,180.90,130.25
SO - 0001126,1,0.15,877.70,631.94
SO - 0001127,7,0.15,"2,646.50","1,984.88"
SO - 0001128,4,0.05,"5,132.20","2,206.85"
SO - 0001129,8,0.4,"5,112.10","3,271.74"
SO - 0001130,7,0.05,"1,065.30",522.00
SO - 0001131,6,0.15,"3,269.60","2,059.85"
SO - 0001132,6,0.075,"6,070.20","3,277.91"
SO - 0001133,7,0.2,"1,279.70",857.40
SO - 0001134,1,0.05,"3,061.90","2,449.52"
SO - 0001135,2,0.05,"2,646.50","1,217.39"
SO - 0001136,6,0.075,"5,232.70","3,767.54"
SO - 0001137,6,0.15,"3,986.50","3,268.93"
SO - 0001138,4,0.1,247.90,178.49
SO - 0001139,6,0.15,221.10,141.50
SO - 0001140,3,0.1,"1,118.90",492.32
SO - 0001141,1,0.05,"5,433.70","2,825.52"
SO - 0001142,5,0.075,"3,028.40","1,756.47"
SO - 0001143,1,0.15,"3,892.70","2,296.69"
SO - 0001144,3,0.15,"2,579.50","2,089.40"
SO - 0001145,6,0.05,"1,809.00","1,230.12"
SO - 0001146,4,0.075,"5,118.80","2,457.02"
SO - 0001147,2,0.1,978.20,753.21
SO - 0001148,3,0.05,770.50,554.76
SO - 0001149,8,0.075,"1,085.40",759.78
SO - 0001150,5,0.05,"1,989.90",795.96
SO - 0001151,4,0.05,"2,907.80","2,180.85"
SO - 0001152,8,0.075,"1,165.80",886.01
SO - 0001153,4,0.075,"5,715.10","4,343.48"
SO - 0001154,7,0.1,"1,695.10","1,254.37"
SO - 0001155,1,0.2,"1,038.50",643.87
SO - 0001156,7,0.05,"5,788.80","2,778.62"
SO - 0001157,2,0.15,"2,237.80","1,118.90"
SO - 0001158,7,0.15,"1,132.30",871.87
SO - 0001159,4,0.05,891.10,552.48
SO - 0001160,4,0.05,"3,819.00","3,055.20"
SO - 0001161,6,0.15,"1,232.80",702.70
SO - 0001162,3,0.075,"6,331.50","2,532.60"
SO - 0001163,6,0.1,917.90,431.41
SO - 0001164,4,0.05,"1,333.30",639.98
SO - 0001165,4,0.15,"5,467.20","3,444.34"
SO - 0001166,3,0.1,"5,896.00","3,950.32"
SO - 0001167,1,0.2,"1,809.00","1,212.03"
SO - 0001168,4,0.075,"1,112.20",722.93
SO - 0001169,4,0.05,"2,546.00","1,782.20"
SO - 0001170,8,0.05,"1,139.00",774.52
SO - 0001171,2,0.05,"3,872.60","2,362.29"
SO - 0001172,8,0.15,"1,326.60",809.23
SO - 0001173,4,0.1,"2,525.90","1,793.39"
SO - 0001174,4,0.15,924.60,564.01
SO - 0001175,5,0.05,261.30,146.33
SO - 0001176,6,0.1,234.50,161.81
SO - 0001177,8,0.05,"5,775.40","4,273.80"
SO - 0001178,6,0.05,"3,852.50","2,812.33"
SO - 0001179,4,0.05,"1,045.20",585.31
SO - 0001180,2,0.15,864.30,535.87
SO - 0001181,5,0.05,"2,559.40","2,124.30"
SO - 0001182,6,0.1,"1,922.90",999.91
SO - 0001183,8,0.075,"3,979.80","2,865.46"
SO - 0001184,6,0.1,917.90,706.78
SO - 0001185,1,0.075,"3,671.60","1,652.22"
SO - 0001186,6,0.2,"1,018.40",651.78
SO - 0001187,3,0.15,"1,051.90",831.00
SO - 0001188,4,0.3,"1,025.10",789.33
SO - 0001189,2,0.05,194.30,83.55
SO - 0001190,2,0.075,"3,993.20","1,836.87"
SO - 0001191,5,0.05,"5,567.70","4,175.78"
SO - 0001192,8,0.05,"1,065.30",500.69
SO - 0001193,5,0.075,"1,072.00",911.20
SO - 0001194,1,0.1,214.40,154.37
SO - 0001195,2,0.1,"5,112.10","2,913.90"
SO - 0001196,7,0.1,904.50,615.06
SO - 0001197,4,0.15,"2,324.90","1,952.92"
SO - 0001198,8,0.075,"3,993.20","3,314.36"
SO - 0001199,3,0.15,"1,025.10",594.56
SO - 0001200,1,0.05,"1,306.50",888.42
SO - 0001201,5,0.1,254.60,101.84
SO - 0001202,2,0.05,"1,896.10","1,573.76"
SO - 0001203,3,0.075,"1,058.60",571.64
SO - 0001204,1,0.05,"4,020.00","2,130.60"
SO - 0001205,5,0.2,"2,003.30",861.42
SO - 0001206,6,0.075,"5,165.70","4,029.25"
SO - 0001207,6,0.3,"5,145.60","3,601.92"
SO - 0001208,4,0.2,"1,936.30","1,277.96"
SO - 0001209,7,0.075,174.20,114.97
SO - 0001210,1,0.05,"1,728.60","1,071.73"
